ItemCode,#sales,stage,DailySales
858886,140,test,"[1, 1, 3, 0, 1, 2, 1, 2, 4, 0, 0, 1, 1, 4, 0, 10, 0, 1, 0, 1, 2, 0, 1, 2, 1, 0, 0, 5, 4, 4, 0, 2, 0, 0, 2, 1, 2, 2, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 2, 0, 0, 6, 0, 1, 4, 0, 0, 2, 1, 2, 1, 4, 1, 0, 8, 3, 0, 0, 0, 2, 1, 0, 0, 1, 2, 1, 1, 1, 5, 0, 1, 2, 1, 1, 3, 1, 2, 0, 0, 4, 1, 0, 0, 0, 4, 3, 4, 0, 3, 1, 0, 2, 2, 1, 0, 2, 2, 1, 2, 4, 2, 3, 1, 2, 4, 0, 0, 0, 0, 0, 0, 6, 0, 1, 3, 0, 0, 4, 1, 2, 0, 0, 2, 1, 0, 4, 1, 0, 0, 2]"
865933,140,test,"[6, 6, 12, 0, 9, 0, 2, 0, 21, 8, 1, 7, 10, 8, 4, 3, 3, 1, 6, 5, 6, 3, 8, 2, 12, 11, 11, 0, 4, 11, 12, 9, 9, 2, 2, 7, 0, 0, 1, 1, 5, 0, 1, 5, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 3, 7, 1, 2, 2, 12, 1, 0, 6, 2, 3, 3, 2, 3, 6, 5, 3, 0, 5, 2, 2, 4, 9, 6, 5, 0, 0, 1, 8, 2, 0, 0, 5, 0, 0, 4, 2, 0, 0, 1, 0, 0, 1, 5, 3, 4, 7, 6, 3, 1, 3, 0, 4, 0, 0, 3, 0, 2, 2, 2, 0, 6, 1, 1, 2, 1, 1, 7, 5, 4, 6, 0, 0, 5, 3, 0, 2, 4, 4, 3, 2, 2, 3, 2]"
872260,140,validation,"[3, 0, 1, 5, 0, 4, 0, 4, 0, 4, 6, 0, 0, 4, 1, 0, 0, 3, 3, 5, 3, 0, 7, 1, 3, 0, 1, 2, 4, 1, 4, 2, 2, 0, 1, 5, 1, 0, 2, 1, 2, 2, 2, 1, 0, 1, 0, 2, 0, 2, 0, 2, 2, 0, 6, 0, 5, 2, 0, 1, 0, 0, 0, 0, 2, 1, 2, 3, 4, 3, 4, 0, 1, 1, 2, 2, 4, 0, 4, 1, 0, 2, 5, 0, 2, 0, 2, 4, 2, 5, 4, 4, 2, 0, 1, 10, 4, 7, 6, 4, 19, 3, 6, 8, 6, 3, 5, 5, 3, 4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 0, 1, 6]"
877624,140,validation,"[1, 2, 4, 8, 1, 12, 7, 3, 11, 5, 1, 4, 2, 1, 1, 3, 4, 0, 3, 0, 8, 3, 0, 6, 1, 8, 7, 6, 7, 2, 2, 8, 3, 0, 3, 9, 2, 6, 4, 1, 3, 5, 3, 4, 1, 5, 4, 1, 4, 1, 1, 5, 1, 2, 3, 3, 7, 5, 4, 6, 3, 0, 4, 2, 5, 12, 5, 6, 5, 4, 8, 7, 4, 2, 2, 2, 2, 3, 0, 1, 8, 7, 6, 7, 0, 3, 3, 1, 3, 52, 2, 5, 2, 4, 2, 2, 2, 4, 6, 7, 7, 5, 3, 0, 6, 1, 5, 5, 6, 3, 0, 7, 4, 3, 2, 6, 3, 6, 5, 2, 4, 4, 1, 4, 8, 9, 2, 1, 5, 0, 4, 0, 10, 3, 2, 3, 0, 8, 6, 5]"
893824,128,test,"[2, 14, 2, 6, 0, 0, 2, 0, 2, 8, 0, 9, 2, 42, 4, 3, 20, 17, 9, 6, 22, 3, 24, 2, 0, 4, 14, 1, 12, 20, 0, 10, 17, 6, 6, 6, 0, 4, 16, 6, 0, 21, 0, 0, 18, 2, 7, 0, 0, 11, 5, 20, 6, 0, 8, 1, 2, 12, 2, 10, 11, 1, 11, 0, 8, 0, 0, 2, 0, 0, 2, 0, 0, 22, 0, 0, 4, 4, 0, 0, 4, 1, 10, 0, 18, 4, 19, 2, 2, 2, 10, 11, 6, 0, 19, 8, 1, 4, 0, 0, 9, 6, 10, 0, 22, 1, 2, 14, 6, 6, 12, 0, 0, 0, 2, 6, 10, 6, 10, 0, 6, 6, 0, 4, 1, 0, 0, 2]"
903976,140,validation,"[8, 19, 14, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 5, 0, 1, 9, 9, 3, 0, 4, 2, 1, 6, 0, 0, 4, 3, 2, 12, 1, 2, 0, 3, 1, 1, 7, 2, 5, 5, 3, 2, 4, 0, 0, 2, 6, 5, 5, 7, 10, 3, 0, 8, 5, 6, 1, 2, 4, 2, 0, 1, 4, 6, 0, 3, 1, 6, 8, 2, 1, 0, 2, 3, 0, 0, 0, 3, 2, 3, 2, 5, 2, 2, 3, 4, 3, 0, 1, 2, 1, 6, 5, 0, 6, 3, 3, 3, 2, 6, 11, 4, 3, 2, 3, 5, 2, 1, 4, 3, 3, 2, 4, 4, 3, 3, 9, 1, 2, 11, 9, 0, 13, 0, 2, 3, 4, 1, 6, 1, 4]"
904984,139,validation,"[2, 0, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 5, 0, 2, 1, 1, 2, 1, 0, 0, 2, 2, 5, 1, 1, 2, 1, 1, 0, 1, 1, 0, 0, 1, 0, 9, 0, 0, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 3, 2, 1, 1, 0, 1, 0, 1, 0, 1, 4, 4, 0, 0, 0, 10, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 4, 2, 0, 1, 0, 0, 2, 4, 2, 1, 0, 7]"
906586,140,validation,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 1, 0, 0, 1, 1, 2, 3, 1, 0, 0, 1, 1, 2, 4, 0, 2, 0, 1, 3, 2, 2, 2, 1, 2, 1, 1, 0, 4, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 4, 1, 3, 1, 1, 1, 1, 0, 2, 3, 2, 2, 2, 0, 3, 0, 1, 1, 0, 1, 3, 4, 3, 0, 1, 3, 0, 2, 1, 0, 0, 3, 2, 2, 1, 0, 2, 3, 2, 3, 2, 1, 1, 0, 1, 2, 2, 0, 2, 0, 1, 2, 1, 4, 0, 1, 3, 2, 3, 0, 0, 3, 2, 1, 1, 3, 1, 3, 3, 4, 1, 1, 3, 1, 0, 0, 2, 0, 0, 3, 0, 0, 1, 0, 0, 0, 2]"
906595,139,validation,"[2, 0, 0, 0, 0, 0, 0, 2, 3, 1, 4, 1, 2, 1, 2, 0, 1, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 0, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 4, 1, 1, 2, 0, 1, 0, 2, 4, 4, 1, 0, 0, 1, 1, 1, 3, 3, 4, 5, 0, 1, 0, 0, 3, 4, 4, 2, 2, 0, 0, 2, 2, 1, 2, 0, 1, 1, 1, 3, 1, 0, 2, 0, 1, 0, 1, 3, 1, 1, 1, 1, 3, 2, 0, 4, 2, 2, 2, 2, 2, 3, 3, 0, 2, 0, 0, 2, 1, 1, 1, 2, 3, 3, 1]"
913561,137,test,"[1, 2, 2, 3, 1, 1, 0, 2, 2, 2, 1, 2, 0, 1, 2, 0, 0, 1, 1, 0, 3, 0, 1, 0, 0, 4, 0, 1, 4, 3, 3, 3, 1, 1, 1, 1, 0, 8, 2, 3, 0, 0, 1, 1, 0, 2, 2, 0, 0, 3, 3, 0, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 3, 1, 2, 5, 2, 0, 3, 1, 2, 2, 3, 2, 1, 3, 1, 1, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 1, 4, 1, 0, 2, 0, 0, 1, 4, 1, 0, 1, 0, 0, 2, 0, 0, 2, 2, 0, 0, 1, 1, 1, 3, 2, 1, 4, 2, 3, 0, 0, 1]"
999403,139,test,"[1, 1, 1, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 2, 4, 2, 0, 4, 2, 2, 5, 4, 1, 1, 0, 4, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 6, 0, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 0, 0, 2, 2, 1, 3, 1, 1, 6, 4, 7, 0, 1, 1, 0, 2, 3, 0, 4, 3, 2, 19, 3, 2, 4, 1, 4, 4, 6, 7, 8, 0, 4, 0, 4, 4, 0, 1, 5, 2, 8, 8, 5, 3, 5, 3, 2, 8, 8, 10, 4, 3, 2, 4, 3, 2, 3, 1, 1, 3, 1, 4, 2, 3, 2, 1, 2, 1, 0, 1]"
1003147,131,test,"[13, 5, 7, 6, 3, 23, 16, 6, 0, 0, 13, 11, 1, 3, 6, 5, 4, 22, 9, 0, 2, 108, 6, 4, 4, 3, 7, 8, 7, 4, 14, 20, 18, 1, 1, 11, 6, 0, 2, 19, 6, 7, 4, 9, 13, 1, 11, 8, 15, 6, 4, 34, 13, 6, 2, 12, 24, 6, 16, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 6, 12, 8, 17, 12, 5, 3, 10, 2, 0, 15, 4, 13, 6, 21, 13, 0, 20, 8, 6, 10, 16, 3, 1, 10, 12, 8, 12, 36, 10, 27, 13, 101, 13, 31, 22, 19, 13, 3, 22, 0, 0, 0, 0, 0, 0, 0, 9, 49, 9, 4, 51, 38, 41, 8, 14, 11, 45, 44, 18, 18]"
1003156,135,validation,"[4, 3, 17, 9, 3, 15, 29, 4, 4, 1, 5, 5, 6, 7, 5, 6, 5, 4, 19, 2, 6, 3, 3, 7, 6, 14, 10, 7, 12, 6, 8, 17, 5, 2, 4, 0, 7, 21, 23, 3, 4, 17, 10, 6, 26, 4, 14, 4, 2, 2, 5, 3, 6, 25, 4, 5, 1, 5, 21, 7, 11, 3, 8, 6, 5, 15, 8, 6, 7, 8, 15, 7, 5, 17, 16, 8, 4, 6, 29, 9, 30, 17, 9, 12, 28, 20, 26, 10, 25, 18, 25, 30, 8, 32, 25, 4, 3, 13, 15, 5, 62, 26, 5, 8, 15, 30, 15, 13, 19, 34, 21, 0, 25, 74, 9, 0, 0, 14, 10, 23, 48, 71, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 37]"
1003183,139,validation,"[4, 2, 2, 1, 11, 1, 0, 0, 3, 3, 2, 3, 4, 3, 3, 2, 4, 5, 0, 4, 1, 1, 4, 1, 0, 0, 0, 8, 0, 2, 0, 1, 1, 0, 0, 2, 0, 1, 0, 4, 0, 3, 5, 2, 0, 4, 2, 0, 0, 0, 0, 4, 0, 1, 15, 4, 3, 3, 2, 3, 0, 0, 0, 1, 0, 2, 0, 1, 5, 4, 1, 2, 1, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 2, 1, 10, 3, 0, 9, 0, 2, 1, 5, 0, 6, 2, 0, 1, 5, 0, 0, 3, 12, 1, 2, 3, 5, 6, 2, 12, 6, 2, 7, 5, 14, 4, 5, 2, 0, 1, 6, 2, 3, 2, 14, 4, 7, 1, 7, 2, 7, 27, 4, 8]"
1003192,140,test,"[4, 2, 1, 0, 4, 5, 1, 0, 0, 4, 0, 13, 5, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 1, 0, 3, 3, 1, 1, 0, 0, 4, 1, 0, 0, 0, 1, 2, 2, 2, 0, 4, 2, 6, 9, 1, 8, 12, 0, 3, 0, 0, 7, 5, 3, 2, 1, 5, 1, 9, 3, 5, 1, 4, 2, 2, 3, 0, 0, 0, 4, 4, 0, 2, 0, 1, 2, 6, 0, 5, 1, 4, 5, 6, 13, 3, 2, 1, 2, 2, 4, 8, 11, 0, 11, 1, 4, 0, 4, 4, 4, 2, 4, 7, 13, 3, 4, 9, 0, 17, 11, 11, 0, 7, 1, 0, 0, 2, 5, 19, 14, 8, 10, 1, 0, 7, 2, 7, 5, 14, 19, 11, 9, 4, 17, 3, 2, 5, 3, 9]"
1006009,135,test,"[1, 3, 4, 1, 3, 0, 7, 0, 6, 5, 3, 0, 5, 1, 6, 6, 2, 2, 4, 1, 1, 0, 0, 1, 2, 0, 1, 3, 1, 5, 1, 0, 2, 0, 3, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 2, 1, 0, 0, 2, 2, 0, 0, 1, 1, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 4, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1]"
1006090,140,validation,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 2, 2, 2, 1, 3, 4, 2, 0, 0, 1, 3, 0, 3, 4, 1, 2, 5, 0, 1, 1, 1, 3, 2, 1, 5, 3, 1, 1, 1, 4, 6, 0, 3, 1, 0, 1, 7, 3, 1, 5, 2, 0, 1, 1, 4, 1, 3, 2, 1, 3, 1, 4, 3, 0, 3, 3, 0, 0, 3, 3, 5, 5, 10, 3, 6, 5, 4, 3, 2, 7, 3, 2, 4, 0, 2, 1, 4, 5, 10, 3, 14, 1, 1, 1, 0, 3, 2, 1, 1, 0, 1, 1, 0, 1, 7, 3, 6, 4, 4, 2, 6, 9, 7, 4, 2, 2, 10, 5, 3, 5, 2, 7, 2, 3, 1, 0, 1, 1, 6, 5, 0, 2, 5, 2, 1, 0, 5, 2, 4]"
1006099,139,test,"[2, 2, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 3, 9, 1, 5, 2, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 1, 1, 2, 0, 1, 1, 0, 0, 1, 0, 0, 2, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 8, 0, 4, 3, 10, 4, 3, 0, 1, 2, 0, 0, 0, 0, 8, 0, 3, 2, 2, 7, 2, 0, 10, 1, 9, 0, 0, 4, 0, 0, 0, 1, 0, 5, 1]"
1006108,139,test,"[1, 1, 1, 2, 1, 2, 1, 3, 0, 0, 0, 4, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 2, 2, 0, 6, 4, 0, 1, 2, 1, 1, 0, 0, 1, 1, 8, 6, 1, 0, 4, 10, 11, 6, 0, 0, 3, 0, 0, 0, 0, 1, 4, 0, 0, 1, 3, 1, 0, 1, 1, 5, 2, 1, 0, 6, 0, 1, 1, 0, 0, 0, 1, 2, 0, 1, 23, 20, 15, 14, 13, 23, 12, 25, 20, 18, 1, 1, 0, 1, 2, 0, 0, 0, 4, 1, 0, 3, 2, 1, 0, 1, 5, 7, 0, 5, 6, 1, 4, 0, 0, 1, 1, 3, 0, 1, 6, 4, 3, 5, 8]"
1010068,139,test,"[6, 1, 1, 0, 8, 2, 5, 1, 3, 5, 1, 1, 3, 0, 0, 2, 5, 2, 0, 0, 3, 0, 1, 3, 3, 4, 3, 2, 0, 4, 0, 4, 2, 0, 1, 3, 8, 7, 5, 0, 0, 1, 2, 1, 2, 3, 1, 0, 3, 2, 0, 5, 1, 0, 0, 3, 1, 4, 3, 1, 0, 2, 21, 18, 19, 20, 12, 10, 18, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 4, 2, 3, 0, 2, 1, 0, 1, 3, 4, 0, 5, 0, 0, 2, 1, 1, 2, 3, 2, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 1, 2, 3, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 5, 2, 4, 3, 0, 2, 0, 0, 1, 0, 4]"
1013335,138,validation,"[6, 1, 3, 0, 0, 1, 3, 2, 2, 0, 0, 1, 1, 3, 5, 1, 1, 0, 2, 0, 4, 0, 2, 3, 0, 2, 3, 1, 4, 1, 3, 0, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 1, 2, 1, 3, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 4, 1, 3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 2, 3, 0, 0, 1, 1, 0, 1, 4, 0, 0, 7, 0, 0, 1, 4, 0, 3, 3, 3, 0, 1, 3, 3, 4, 3, 1, 1, 2, 2, 3, 5, 2, 1, 4, 1, 3, 4, 2, 1, 3, 0, 1, 1, 1, 3, 2, 0, 0, 0, 5, 1, 3, 0, 0, 2, 0, 0, 0, 2, 3]"
1015621,138,test,"[2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 3, 1, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 2, 2, 0, 5, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 2, 1, 0, 2, 1, 0, 1, 0, 3, 1, 1, 1, 0, 3, 1, 4, 0, 2, 2, 1, 0, 1, 1, 1, 1, 1, 0, 0, 2, 4, 8, 0, 0, 3, 0, 1, 3, 1]"
1021264,137,validation,"[3, 1, 1, 0, 1, 2, 3, 0, 2, 1, 4, 0, 0, 2, 2, 4, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 4, 0, 1, 2, 2, 0, 1, 2, 2, 1, 1, 0, 0, 0, 4, 0, 0, 0, 4, 2, 1, 0, 7, 0, 0, 4, 1, 1, 2, 0, 0, 1, 2, 0, 2, 1, 0, 3, 0, 1, 20, 0, 0, 3, 0, 3, 2, 0, 0, 0, 11, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 4, 9, 3, 0, 0, 0, 0, 0, 6, 3, 2, 2, 1, 0, 0, 0, 3, 1, 6, 3, 1, 1, 6, 1, 0, 0, 1, 7, 1, 1, 0, 7, 0, 4, 1, 4, 1, 2, 1, 0, 0, 4, 0, 0, 0, 3]"
1024810,140,test,"[1, 7, 10, 6, 6, 15, 9, 5, 7, 11, 9, 10, 7, 7, 7, 2, 7, 11, 2, 4, 12, 0, 3, 2, 2, 0, 2, 14, 8, 1, 11, 7, 5, 6, 19, 3, 12, 14, 8, 9, 7, 10, 12, 6, 3, 13, 7, 4, 7, 2, 2, 15, 12, 3, 15, 2, 4, 10, 7, 7, 17, 16, 6, 4, 9, 16, 12, 5, 3, 2, 18, 23, 22, 14, 13, 16, 18, 8, 16, 28, 14, 10, 15, 21, 34, 9, 10, 2, 7, 5, 11, 43, 16, 12, 18, 2, 0, 0, 0, 0, 0, 0, 2, 8, 12, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 33, 22, 28, 28, 2, 35, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 63, 0, 0, 20]"
1026871,137,test,"[1, 3, 0, 0, 2, 1, 4, 1, 2, 3, 3, 2, 1, 1, 3, 3, 4, 2, 2, 2, 1, 0, 4, 2, 0, 4, 2, 5, 2, 4, 3, 0, 0, 0, 1, 0, 5, 3, 1, 4, 7, 2, 0, 0, 0, 1, 1, 3, 0, 3, 0, 2, 2, 2, 1, 1, 4, 2, 1, 0, 2, 0, 0, 2, 2, 3, 1, 0, 1, 3, 2, 2, 1, 3, 0, 0, 1, 1, 1, 2, 1, 1, 0, 5, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 2, 1, 0, 1, 0, 2, 2, 1, 1, 3, 4, 3, 1, 3, 4, 2, 1, 4, 0, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 4, 0, 2, 3, 0, 0, 1]"
1030948,134,validation,"[2, 0, 0, 0, 3, 1, 0, 1, 2, 0, 0, 0, 1, 1, 1, 1, 1, 1, 3, 2, 2, 0, 2, 2, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 2, 1, 1, 0, 1, 6, 1, 0, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 1, 0, 1, 1, 0, 3, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 3, 1, 1, 0, 0, 0, 1, 0, 1, 2, 2, 1, 2, 2, 1, 0, 1, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 2, 0, 6, 1, 2]"
1032532,140,validation,"[17, 14, 13, 7, 12, 9, 7, 6, 7, 5, 5, 5, 7, 4, 4, 9, 20, 8, 5, 8, 11, 6, 22, 10, 13, 5, 22, 5, 7, 9, 12, 2, 46, 11, 13, 8, 1, 57, 51, 9, 5, 9, 13, 9, 5, 10, 7, 20, 11, 13, 5, 7, 4, 9, 11, 8, 16, 18, 7, 8, 7, 14, 16, 11, 11, 7, 14, 25, 10, 8, 44, 75, 10, 16, 12, 13, 2, 16, 18, 12, 10, 43, 23, 13, 15, 19, 6, 15, 7, 9, 19, 17, 30, 6, 8, 50, 8, 8, 23, 10, 15, 9, 17, 7, 30, 11, 15, 4, 9, 5, 17, 25, 7, 87, 9, 10, 8, 0, 18, 19, 45, 8, 16, 49, 20, 22, 10, 8, 38, 13, 12, 8, 22, 11, 16, 71, 7, 13, 12, 12]"
1032541,140,validation,"[119, 7, 3, 5, 8, 9, 12, 14, 11, 1, 3, 8, 7, 8, 6, 7, 5, 9, 9, 3, 8, 4, 22, 10, 10, 6, 9, 12, 5, 10, 4, 3, 74, 3, 5, 9, 3, 100, 106, 1, 2, 6, 13, 129, 0, 5, 3, 10, 12, 7, 12, 3, 6, 3, 9, 5, 12, 5, 7, 4, 7, 9, 13, 17, 11, 7, 10, 19, 6, 10, 57, 60, 4, 5, 20, 5, 4, 11, 15, 1, 7, 17, 21, 12, 21, 17, 2, 15, 54, 9, 9, 20, 5, 10, 4, 41, 7, 10, 17, 14, 7, 15, 5, 15, 19, 7, 6, 8, 3, 12, 19, 24, 8, 201, 0, 1, 1, 5, 16, 12, 104, 5, 22, 110, 12, 11, 5, 9, 75, 3, 6, 4, 10, 9, 5, 128, 9, 10, 5, 10]"
1032550,140,test,"[72, 2, 0, 1, 0, 5, 3, 0, 5, 2, 0, 0, 0, 2, 0, 0, 7, 0, 7, 1, 2, 7, 0, 1, 5, 1, 0, 1, 0, 1, 0, 3, 5, 0, 0, 1, 1, 1, 0, 1, 0, 0, 7, 16, 0, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 3, 0, 1, 3, 1, 1, 2, 1, 0, 3, 0, 2, 0, 1, 1, 0, 1, 0, 2, 3, 1, 3, 1, 2, 5, 0, 1, 1, 0, 2, 3, 1, 0, 2, 0, 1, 25, 4, 1, 2, 2, 1, 3, 3, 0, 2, 2, 0, 1, 3, 1, 2, 0, 1, 4, 0, 0, 1, 2, 2, 5, 3, 5, 3, 6, 0, 2, 1, 2, 0, 2, 3, 3, 2, 0, 2, 1]"
1032559,139,test,"[2, 4, 3, 2, 1, 2, 2, 5, 2, 3, 0, 0, 1, 1, 9, 5, 2, 1, 1, 1, 0, 1, 4, 1, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 4, 3, 1, 0, 1, 4, 4, 0, 1, 0, 3, 0, 5, 0, 3, 0, 1, 0, 0, 1, 4, 0, 1, 3, 1, 1, 1, 0, 1, 5, 3, 2, 2, 1, 4, 0, 4, 3, 2, 7, 3, 10, 2, 0, 1, 2, 2, 6, 15, 5, 7, 1, 3, 5, 2, 2, 1, 7, 1, 1, 0, 5, 2, 2, 2, 5, 4, 5, 3, 4, 2, 3, 6, 4, 6, 1, 7, 3, 2, 4, 2, 2, 2, 2, 1, 3, 2, 4, 4, 2, 2, 2, 2, 5, 5, 3, 3, 2, 0, 2, 4, 2, 2, 4, 4]"
1032568,138,test,"[120, 1, 2, 0, 0, 0, 1, 1, 6, 2, 0, 0, 4, 0, 4, 2, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 1, 0, 5, 1, 3, 0, 3, 2, 1, 0, 2, 0, 0, 2, 1, 0, 2, 2, 0, 2, 1, 3, 3, 1, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 2, 1, 0, 1, 5, 0, 0, 1, 1, 2, 1, 1, 0, 2, 0, 0, 0, 2, 0, 1, 0, 1, 0, 3, 3, 2, 0, 1, 0, 3, 1, 1, 3, 0, 0, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 11, 5, 5, 1, 0, 2, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 2, 0, 0, 2, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1]"
1032586,139,validation,"[4, 5, 0, 1, 2, 6, 6, 4, 2, 0, 1, 5, 4, 3, 2, 2, 1, 2, 2, 2, 4, 4, 1, 3, 0, 0, 0, 0, 7, 1, 2, 0, 6, 11, 3, 3, 3, 1, 3, 3, 1, 1, 2, 2, 0, 1, 2, 1, 2, 1, 5, 1, 1, 3, 1, 2, 2, 2, 9, 2, 4, 3, 10, 2, 3, 2, 2, 4, 3, 2, 2, 4, 1, 3, 2, 4, 2, 4, 4, 4, 0, 5, 0, 3, 3, 3, 2, 0, 1, 4, 4, 1, 4, 2, 2, 1, 2, 4, 3, 5, 1, 3, 3, 4, 6, 2, 5, 3, 6, 4, 7, 1, 6, 4, 0, 3, 0, 7, 4, 6, 1, 4, 3, 2, 6, 5, 4, 4, 4, 3, 1, 1, 3, 3, 4, 5, 2, 6, 2]"
